index,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
6691,7/02/2015 12:56,23.1,17.0,279.75,446.0,0.002964618,0
2158,4/02/2015 2:17,20.675,25.125,0.0,500.0,0.003783533,0
14848,14/02/2015 10:08,20.1,36.345,26.5,506.0,0.005294944,0
5991,7/02/2015 1:17,20.0,18.7,0.0,441.0,0.002696288,0
851,3/02/2015 4:30,20.39,22.5,0.0,434.8,0.003326758,0
403,2/02/2015 21:02,20.89,23.1,0.0,494.0,0.003523482,0
11823,12/02/2015 7:43,20.5,22.795,0.0,720.0,0.0033937040000000004,0
4200,5/02/2015 19:25,21.15,20.245,0.0,539.0,0.0031358000000000002,0
3932,5/02/2015 14:57,22.5,28.365,533.25,1081.0,0.004783740999999999,1
7562,8/02/2015 3:28,19.39,31.05,0.0,437.0,0.004321812,0
14675,14/02/2015 7:14,19.6,38.5,0.0,506.33333330000005,0.005438892,0
8151,8/02/2015 13:17,20.745,28.1,174.5,427.0,0.00425301,0
8294,8/02/2015 15:40,20.0,26.34,37.0,420.5,0.003804611,0
4763,6/02/2015 4:49,20.39,18.65,0.0,431.0,0.002754992,0
10433,10/02/2015 3:19,20.2,32.9,0.0,454.5,0.004819147,0
3708,5/02/2015 11:13,22.175,26.6,442.75,1067.75,0.0043955190000000005,1
3962,5/02/2015 15:28,22.5,27.745,449.5,1097.0,0.004678392,1
1355,3/02/2015 12:53,22.956,26.236,647.8,1008.2,0.004547063,1
6386,7/02/2015 7:52,19.65,19.445,0.0,452.0,0.0027437029999999997,0
13452,13/02/2015 10:52,23.39,24.945,774.0,659.75,0.004437466,1
1216,3/02/2015 10:34,21.77714286,28.08571429,499.0,1128.857143,0.00453071,1
12990,13/02/2015 3:10,21.0,25.1,0.0,584.0,0.003856584,0
6866,7/02/2015 15:52,21.365,18.89,33.5,440.75,0.002963953,0
2039,4/02/2015 0:17,20.89,25.0,0.0,549.3333332999999,0.00381507,0
11103,11/02/2015 19:43,21.1,29.645,0.0,523.5,0.00458835,0
12958,13/02/2015 2:38,21.0,24.29,0.0,579.0,0.003731382,0
234,2/02/2015 18:13,22.254,24.85,0.0,766.5,0.004124357,0
9618,9/02/2015 13:44,21.2,32.9,454.0,1110.75,0.00512792,1
10017,9/02/2015 20:23,20.5,34.79,0.0,902.0,0.0051944240000000004,0
3927,5/02/2015 14:53,22.39,28.29333333,536.3333333,1049.666667,0.004739519,1
1948,3/02/2015 22:46,20.89,25.39,0.0,569.6666667000001,0.0038749559999999997,0
9724,9/02/2015 15:29,21.945,37.475,444.0,1763.25,0.006123169,1
12124,12/02/2015 12:43,24.315,23.4925,626.75,740.5,0.004418005,1
6981,7/02/2015 17:47,20.5,21.6,0.0,435.0,0.003214873,0
561,2/02/2015 23:39,20.675,22.2675,0.0,450.0,0.0033509090000000004,0
2628,4/02/2015 10:07,23.6,25.89,747.0,1072.25,0.004665967,1
6312,7/02/2015 6:38,19.7,19.29,0.0,449.5,0.002730238,0
69,2/02/2015 15:28,23.29,28.675,467.75,1121.25,0.005075455,1
6623,7/02/2015 11:49,22.76,17.6,343.0,452.33333330000005,0.0030069000000000003,0
2057,4/02/2015 0:36,20.81,24.912,0.0,542.0,0.003782776,0
7210,7/02/2015 21:36,19.89,27.0,0.0,440.5,0.003873877,0
12679,12/02/2015 21:59,21.1,27.695,0.0,565.5,0.004284456,0
8037,8/02/2015 11:23,19.1,30.89,18.5,424.0,0.004221877,0
15846,15/02/2015 2:45,20.05,33.975,0.0,545.6666667000001,0.004931512,0
14130,13/02/2015 22:09,20.2,31.39,0.0,512.0,0.0045963290000000006,0
12642,12/02/2015 21:22,21.2,27.22666667,0.0,574.3333332999999,0.004237628,0
10961,11/02/2015 17:21,21.89,30.39,426.0,787.0,0.00493956,1
10313,10/02/2015 1:19,20.29,32.9,0.0,472.0,0.004846247,0
10318,10/02/2015 1:24,20.29,32.95,0.0,473.0,0.0048536690000000006,0
5039,6/02/2015 9:24,21.05,21.05,441.0,765.25,0.003241069,1
491,2/02/2015 22:30,20.7,22.5,0.0,459.33333330000005,0.003391335,0
4988,6/02/2015 8:34,20.865,19.7225,433.0,596.75,0.003001175,1
2152,4/02/2015 2:10,20.7,25.1,0.0,496.25,0.0037856079999999998,0
1875,3/02/2015 21:34,21.0,26.16666667,0.0,616.6666667000001,0.004021535,0
13606,13/02/2015 13:25,23.89,25.5,227.0,560.5,0.004676679,0
6900,7/02/2015 16:25,20.89,19.79,6.0,439.5,0.003016154,0
4142,5/02/2015 18:28,21.55,23.445,0.0,749.0,0.003725113,0
612,3/02/2015 0:30,20.6,22.2,0.0,447.0,0.003325206,0
2989,4/02/2015 23:15,21.2,25.5,0.0,469.0,0.003967170999999999,0
5214,6/02/2015 12:20,21.79,20.295,504.0,801.0,0.0032699129999999997,1
1074,3/02/2015 8:12,20.7,24.39,419.0,594.3333332999999,0.0036778920000000003,1
13778,13/02/2015 16:18,22.025,30.525,447.0,583.5,0.0050030479999999995,1
15844,15/02/2015 2:44,20.0,34.0,0.0,543.0,0.004919791,0
1710,3/02/2015 18:49,21.81,29.0,0.0,989.8,0.004688783,0
869,3/02/2015 4:47,20.39,22.5,0.0,436.66666669999995,0.003326758,0
14734,14/02/2015 8:13,19.79,37.12666667,0.0,505.0,0.005305998,0
642,3/02/2015 1:01,20.56,22.29,0.0,447.6,0.0033304890000000003,0
1136,3/02/2015 9:15,21.18333333,25.19833333,454.66666669999995,754.3333332999999,0.00391591,1
5260,6/02/2015 13:06,21.5,19.9725,47.0,714.3333332999999,0.003160825,0
14880,14/02/2015 10:40,20.29,36.29,50.0,517.0,0.005349896999999999,0
6798,7/02/2015 14:44,22.2225,17.675,99.5,443.5,0.0029222790000000003,0
8496,8/02/2015 19:01,19.245,27.745,0.0,427.0,0.0038240390000000004,0
998,3/02/2015 6:56,20.245,22.815,0.0,435.0,0.003343332,0
14217,13/02/2015 23:37,20.0,33.29,0.0,506.33333330000005,0.0048162579999999995,0
5071,6/02/2015 9:56,21.31,20.956,460.0,804.5,0.003278702,1
14765,14/02/2015 8:44,19.79,36.7,9.333333332999999,503.0,0.005244507,0
10475,10/02/2015 4:01,20.2,32.9,0.0,444.0,0.004819147,0
2999,4/02/2015 23:25,21.2,25.39,0.0,466.25,0.003949949,0
8730,8/02/2015 22:56,19.5,27.79,0.0,447.5,0.003891944,0
13594,13/02/2015 13:14,23.89,25.445,243.0,578.0,0.004666517,0
5386,6/02/2015 15:11,22.2,21.7675,509.0,915.25,0.003597866,1
7860,8/02/2015 8:25,19.2675,31.175,7.0,429.0,0.0043061309999999995,0
17101,15/02/2015 23:41,20.29,29.745,0.0,733.0,0.004378237,0
2640,4/02/2015 10:19,23.98428571,26.37571429,767.0,1172.714286,0.0048662440000000005,1
3412,5/02/2015 6:17,20.84,23.075,0.0,451.0,0.003508774,0
4069,5/02/2015 17:15,22.29,25.445,433.0,998.5,0.004233108,1
10838,11/02/2015 15:17,21.89,31.865,444.0,1101.75,0.0051813020000000005,1
443,2/02/2015 21:42,20.89,22.79,0.0,479.16666669999995,0.003475933,0
12736,12/02/2015 22:56,21.0,26.75,0.0,558.0,0.00411178,0
16719,15/02/2015 17:19,20.73,32.2,20.66666667,680.3333332999999,0.004873882,0
5966,7/02/2015 0:52,20.0,18.7,0.0,437.0,0.002696288,0
4957,6/02/2015 8:03,20.525,19.315,411.0,509.25,0.0028776659999999996,1
4833,6/02/2015 5:58,20.29,18.745,0.0,434.5,0.002751957,0
7660,8/02/2015 5:06,19.29,31.6,0.0,431.5,0.004371412,0
7869,8/02/2015 8:35,19.2225,31.125,9.6,432.0,0.004287056,0
3618,5/02/2015 9:43,22.1,26.1,466.5,1035.0,0.004292526,1
10194,9/02/2015 23:19,20.39,33.0,0.0,530.0,0.004891455,0
10747,10/02/2015 8:32,20.29,33.2,0.0,451.0,0.004890785,0
250,2/02/2015 18:29,22.06666667,24.66666667,0.0,718.3333332999999,0.004046971,0
1927,3/02/2015 22:25,20.89,25.7,0.0,577.8,0.003922566,0
11634,12/02/2015 4:34,20.6,24.045,0.0,552.5,0.003603158,0
15834,15/02/2015 2:34,20.0,34.09,0.0,547.5,0.004932917,0
5558,6/02/2015 18:04,21.7,20.84,433.0,772.0,0.0033396759999999998,1
12576,12/02/2015 20:16,21.2,27.695,0.0,558.5,0.004311026,0
14693,14/02/2015 7:33,19.6,38.0,0.0,505.5,0.005367647,0
9005,9/02/2015 3:30,19.29,26.79,0.0,474.0,0.003702057,0
9930,9/02/2015 18:55,21.2,36.2,0.0,1335.5,0.00564694,0
2338,4/02/2015 5:17,20.6,24.39,0.0,463.2,0.0036551609999999997,0
7997,8/02/2015 10:43,19.245,30.55,24.0,435.0,0.004213265,0
4381,5/02/2015 22:27,20.575,20.9175,0.0,459.5,0.003127291,0
12526,12/02/2015 19:25,21.5,28.45,0.0,566.5,0.004512197,0
1330,3/02/2015 12:29,22.5,26.96333333,641.3333332999999,1033.25,0.0045456229999999995,1
4185,5/02/2015 19:11,21.29,20.89,0.0,578.0,0.003264294,0
2496,4/02/2015 7:54,20.625,24.175,414.0,538.5,0.003628373,1
5357,6/02/2015 14:43,22.2,20.55,538.0,812.0,0.003395532,1
9666,9/02/2015 14:31,21.7,34.8175,477.75,1353.75,0.005599781,1
11149,11/02/2015 20:29,20.92666667,29.83,0.0,498.33333330000005,0.004567909,0
11231,11/02/2015 21:51,20.7,28.65,0.0,495.0,0.004324746,0
2717,4/02/2015 18:42,22.39,27.5,0.0,636.5,0.004605641,0
7443,8/02/2015 1:28,19.5,30.15,0.0,445.5,0.004224703,0
10775,10/02/2015 9:01,20.675,33.975,419.0,527.75,0.0051272259999999995,1
2471,4/02/2015 7:30,20.445,23.8175,0.0,469.25,0.003534713,0
17061,15/02/2015 23:00,20.2,30.34,0.0,728.0,0.004441484,0
16524,15/02/2015 14:04,22.1,30.29,85.75,658.0,0.004987158,0
5009,6/02/2015 8:55,20.865,19.7675,433.0,646.0,0.003008055,1
12388,12/02/2015 17:08,21.96333333,27.73,441.0,625.0,0.004524426,1
12637,12/02/2015 21:16,21.2,27.745,0.0,572.0,0.004318863,0
7412,8/02/2015 0:58,19.55,30.0,0.0,438.5,0.004216719,0
15981,15/02/2015 5:00,20.1,32.29,0.0,570.0,0.004699725,0
8438,8/02/2015 18:04,19.29,27.29,0.0,426.5,0.00377157,0
6220,7/02/2015 5:06,19.79,19.39,0.0,444.5,0.002759896,0
4631,6/02/2015 2:37,20.6,19.29,0.0,434.0,0.0028873109999999996,0
5080,6/02/2015 10:06,21.29,21.29,457.0,835.0,0.003327133,1
1410,3/02/2015 13:49,23.18333333,25.7,608.3333332999999,879.0,0.004515624,1
545,2/02/2015 23:23,20.7,22.29,0.0,451.0,0.0033595120000000003,0
6739,7/02/2015 13:45,22.79,17.0,157.0,440.25,0.0029092259999999996,0
14390,14/02/2015 2:30,19.79,36.29,0.0,510.33333330000005,0.005185428,0
1700,3/02/2015 18:39,21.9175,29.29,0.0,1050.75,0.004767456,0
5956,7/02/2015 0:42,20.0,18.7,0.0,439.0,0.002696288,0
7550,8/02/2015 3:16,19.34,31.2,0.0,437.5,0.004329246,0
10395,10/02/2015 2:41,20.29,32.9,0.0,458.0,0.004846247,0
13608,13/02/2015 13:27,23.84,25.445,227.0,547.0,0.004652402,0
15621,14/02/2015 23:00,20.0,35.79,0.0,531.0,0.0051809609999999996,0
6590,7/02/2015 11:16,22.39,17.7,362.0,452.0,0.002956556,0
6572,7/02/2015 10:58,22.2,17.89,355.5,456.75,0.002953926,0
9338,9/02/2015 9:04,19.79,28.32333333,389.0,572.3333332999999,0.004039689,1
4365,5/02/2015 22:11,20.6,20.7,0.0,460.0,0.00309941,0
4512,6/02/2015 0:38,20.16666667,21.0,0.0,439.0,0.003061105,0
1715,3/02/2015 18:53,21.7,28.89,0.0,976.75,0.004639337,0
129,2/02/2015 16:27,22.76,26.82333333,439.0,983.3333332999998,0.004594315,1
15254,14/02/2015 16:53,20.1,35.79,6.0,519.0,0.005213410999999999,0
6770,7/02/2015 14:16,22.5,17.34,151.75,443.75,0.002915665,0
11779,12/02/2015 6:59,20.6,22.85,0.0,634.5,0.0034231009999999996,0
6430,7/02/2015 8:36,19.66666667,19.46333333,17.33333333,456.33333330000005,0.002749158,0
16029,15/02/2015 5:49,20.1,32.4,0.0,571.0,0.004715857,0
1605,3/02/2015 17:04,22.7,31.37857143,433.0,1398.0,0.005361571,1
4581,6/02/2015 1:46,20.5,19.89,0.0,434.0,0.002959152,0
8577,8/02/2015 20:23,19.39,27.5,0.0,442.0,0.0038246540000000002,0
9115,9/02/2015 5:21,19.5,26.7,0.0,461.0,0.003738374,0
3015,4/02/2015 23:41,21.2,25.39,0.0,467.0,0.003949949,0
16507,15/02/2015 13:46,22.29,30.1,77.25,654.0,0.005013771,0
12448,12/02/2015 18:08,21.89,28.0,0.0,611.6666667000001,0.004548251,0
16703,15/02/2015 17:03,20.89,32.1725,24.0,691.0,0.004918268,0
4321,5/02/2015 21:27,20.89,20.1,0.0,464.5,0.003063633,0
7714,8/02/2015 6:00,19.29,31.55,0.0,436.5,0.0043644470000000005,0
8876,9/02/2015 1:21,19.5,27.29,0.0,464.0,0.00382149,0
14570,14/02/2015 5:30,19.65,38.345,0.0,504.0,0.005433803,0
10156,9/02/2015 22:41,20.5,33.09,0.0,572.0,0.004938586,0
11783,12/02/2015 7:02,20.5,22.7,0.0,657.0,0.003379483,0
3321,5/02/2015 4:46,20.89,23.89,0.0,453.0,0.003644688,0
6237,7/02/2015 5:23,19.7,19.29,0.0,444.5,0.002730238,0
12851,13/02/2015 0:51,21.0,25.1,0.0,576.0,0.003856584,0
15015,14/02/2015 12:55,20.39,35.09,113.0,497.0,0.005203839,0
4796,6/02/2015 5:22,20.39,18.7,0.0,430.0,0.0027624109999999998,0
5640,6/02/2015 19:25,20.6,19.39,0.0,519.5,0.0029023490000000002,0
9132,9/02/2015 5:38,19.5,26.79,0.0,459.0,0.0037510509999999996,0
11490,12/02/2015 2:10,20.5,25.79,0.0,548.0,0.0038423520000000003,0
16077,15/02/2015 6:36,20.0,32.2,0.0,578.0,0.0046573809999999995,0
4509,6/02/2015 0:35,20.1,21.0,0.0,446.5,0.003048442,0
3286,5/02/2015 4:12,20.89,24.39,0.0,446.0,0.003721425,0
2899,4/02/2015 21:45,21.39,25.7,0.0,484.0,0.004045656,0
16742,15/02/2015 17:42,20.6,32.45,14.0,673.5,0.0048725190000000005,0
8335,8/02/2015 16:21,19.65,26.745,31.0,417.75,0.0037799979999999997,0
10425,10/02/2015 3:10,20.23,32.82666667,0.0,455.0,0.00481732,0
15984,15/02/2015 5:04,20.1,32.26,0.0,567.6666667000001,0.004695326,0
13950,13/02/2015 19:09,21.1,32.29,0.0,518.0,0.005001025,0
5181,6/02/2015 11:47,21.7,20.39,469.0,788.3333332999999,0.0032671840000000002,1
12286,12/02/2015 15:26,22.79,25.6,44.0,564.0,0.004391342,0
2533,4/02/2015 8:31,20.9725,25.39,444.0,710.25,0.00389479,1
8804,9/02/2015 0:10,19.5,27.0,0.0,456.0,0.003780633,0
14098,13/02/2015 21:38,20.29,31.2,0.0,515.5,0.004593983,0
9125,9/02/2015 5:31,19.5,26.7,0.0,456.0,0.003738374,0
7962,8/02/2015 10:08,19.29,30.6,24.0,428.75,0.004232135,0
5020,6/02/2015 9:06,20.89,19.92666667,433.0,660.0,0.003037085,1
11369,12/02/2015 0:08,20.6,26.49666667,0.0,507.66666669999995,0.003972889,0
3191,5/02/2015 2:37,21.03333333,24.89,0.0,439.5,0.00383201,0
7630,8/02/2015 4:36,19.39,31.29,0.0,438.0,0.004355451,0
2488,4/02/2015 7:46,20.525,24.0,414.6,506.2,0.0035796829999999997,1
8471,8/02/2015 18:36,19.39,27.39,0.0,422.0,0.003809261,0
5877,6/02/2015 23:23,19.89,18.89,0.0,443.0,0.0027052179999999997,0
1192,3/02/2015 10:11,21.65,27.84,474.0,1069.8,0.004455767,1
6366,7/02/2015 7:32,19.65,19.34,0.0,446.0,0.002728822,0
5633,6/02/2015 19:19,20.7,19.5,0.0,528.5,0.002937022,0
867,3/02/2015 4:46,20.39,22.5,0.0,431.8,0.003326758,0
6720,7/02/2015 13:25,23.025,16.84,224.75,438.75,0.002923227,0
2558,4/02/2015 8:57,21.215,25.29166667,462.33333330000005,773.8333332999999,0.003938201,0
9232,9/02/2015 7:18,19.445,25.945,0.0,473.5,0.00361957,0
15532,14/02/2015 21:32,19.89,35.2,0.0,534.0,0.005059959,0
8747,8/02/2015 23:12,19.5,27.7,0.0,447.0,0.0038792609999999997,0
7692,8/02/2015 5:38,19.29,31.55,0.0,434.0,0.0043644470000000005,0
9322,9/02/2015 8:48,19.525,27.2925,397.0,484.75,0.003827824,0
9183,9/02/2015 6:29,19.39,26.29,0.0,465.5,0.00365538,0
15905,15/02/2015 3:45,20.1,33.2,0.0,551.0,0.004833202,0
11683,12/02/2015 5:23,20.53333333,23.69666667,0.0,568.3333332999999,0.003536011,0
17043,15/02/2015 22:43,20.29,30.695,0.0,720.5,0.004519085,0
10447,10/02/2015 3:33,20.2,32.9,0.0,452.0,0.004819147,0
672,3/02/2015 1:31,20.6,22.125,0.0,444.75,0.003313912,0
3338,5/02/2015 5:04,20.89,23.7,0.0,449.5,0.0036155329999999998,0
3477,5/02/2015 7:23,20.7,22.5,0.0,451.66666669999995,0.003391335,0
16047,15/02/2015 6:07,20.05,32.245,0.0,570.5,0.004678512,0
9634,9/02/2015 13:59,21.34,32.975,474.5,1131.0,0.005184404,1
13566,13/02/2015 12:46,23.815,25.125,743.25,603.0,0.0045865079999999996,1
1701,3/02/2015 18:40,21.89,29.2675,0.0,1044.0,0.004755715,0
5614,6/02/2015 19:00,21.0,19.79,0.0,578.0,0.0030367259999999996,0
5798,6/02/2015 22:04,20.05,18.89,0.0,438.5,0.002732288,0
10418,10/02/2015 3:04,20.29,32.9,0.0,456.5,0.004846247,0
2037,4/02/2015 0:16,20.89,24.912,0.0,548.4,0.0038015590000000004,0
5935,7/02/2015 0:21,20.0,18.7,0.0,448.0,0.002696288,0
11141,11/02/2015 20:21,21.0,29.2,0.0,502.0,0.004491092,0
15016,14/02/2015 12:55,20.42666667,35.09,104.66666670000001,496.33333330000005,0.005215733,0
4152,5/02/2015 18:38,21.39,22.79,0.0,698.0,0.003584928,0
12554,12/02/2015 19:53,21.29,27.7,0.0,567.5,0.00433585,0
9240,9/02/2015 7:25,19.39,26.0,0.0,471.0,0.0036148240000000004,0
5555,6/02/2015 18:01,21.7,20.85666667,433.0,778.0,0.003342362,1
13147,13/02/2015 5:47,20.79,25.645,0.0,555.5,0.003889953,0
10200,9/02/2015 23:25,20.39,32.9,0.0,527.0,0.004876516,0
5574,6/02/2015 18:20,21.39,20.5,0.0,724.0,0.003222838,0
10139,9/02/2015 22:25,20.445,33.19,0.0,588.5,0.004936709,0
1712,3/02/2015 18:51,21.79,28.9725,0.0,985.75,0.00467854,0
5341,6/02/2015 14:26,22.0,20.0,559.3333332999999,756.3333332999999,0.0032639270000000002,1
10278,10/02/2015 0:43,20.39,32.9,0.0,479.0,0.004876516,0
3535,5/02/2015 8:21,21.29,23.865,422.5,650.75,0.00373196,1
15665,14/02/2015 23:44,20.0,35.7,0.0,540.0,0.0051678240000000005,0
3458,5/02/2015 7:04,20.7,22.7,0.0,452.5,0.003421646,0
14046,13/02/2015 20:45,20.5,31.39,0.0,515.0,0.004682955,0
71,2/02/2015 15:29,23.29,28.66,459.0,1120.0,0.005072779,1
2843,4/02/2015 20:49,21.6,26.445,0.0,508.0,0.004217971,0
3437,5/02/2015 6:42,20.79,22.89,0.0,448.33333330000005,0.0034697309999999998,0
1313,3/02/2015 12:11,22.29,27.35666667,559.6666667000001,1060.333333,0.004553467,1
7856,8/02/2015 8:22,19.245,31.15,14.0,437.25,0.004296585,0
5898,6/02/2015 23:44,20.0,18.7675,0.0,435.0,0.002706063,0
16631,15/02/2015 15:51,21.5,31.39,39.5,660.5,0.004982218,0
1039,3/02/2015 7:38,20.29,22.956,433.0,445.6,0.0033735279999999998,1
3373,5/02/2015 5:38,20.89,23.5,0.0,448.0,0.003584847,0
14339,14/02/2015 1:38,19.89,35.7,0.0,507.0,0.005132426,0
2797,4/02/2015 20:03,21.79,27.1,0.0,537.6666667000001,0.004374038,0
4039,5/02/2015 16:45,22.32333333,26.39,441.0,1065.333333,0.004400411,1
11750,12/02/2015 6:29,20.5,22.55,0.0,602.5,0.003357031,0
9161,9/02/2015 6:07,19.5,26.65,0.0,459.0,0.0037313309999999996,0
7885,8/02/2015 8:51,19.2,31.16666667,14.0,437.0,0.004286778,0
5201,6/02/2015 12:07,21.7,20.39,514.0,793.0,0.0032671840000000002,1
16995,15/02/2015 21:55,20.34,31.29,0.0,713.5,0.004621696,0
2207,4/02/2015 3:06,20.7,24.79,0.0,489.33333330000005,0.003738573,0
13660,13/02/2015 14:19,23.55,26.84,566.0,575.0,0.00482384,1
14147,13/02/2015 22:27,20.2,31.6,0.0,510.5,0.004627308,0
8453,8/02/2015 18:19,19.29,27.5,0.0,425.0,0.00380077,0
10407,10/02/2015 2:53,20.245,32.845,0.0,451.5,0.004824538,0
16776,15/02/2015 18:16,20.5,32.79,0.0,679.0,0.004893459,0
6785,7/02/2015 14:31,22.35666667,17.5,119.0,442.33333330000005,0.002917044,0
15322,14/02/2015 18:02,19.89,35.5,0.0,509.0,0.005103437,0
13331,13/02/2015 8:51,21.2,25.2,53.0,518.0,0.003920204,0
13849,13/02/2015 17:29,21.445,32.145,438.0,599.5,0.005085734000000001,0
9982,9/02/2015 19:47,20.7,35.29,0.0,1054.0,0.005335658,0
5283,6/02/2015 13:28,21.39,19.5,480.66666669999995,660.0,0.0030648520000000003,1
3557,5/02/2015 8:43,21.35666667,24.29,429.0,742.6666667000001,0.003814482,1
1258,3/02/2015 11:17,22.1,28.39,536.3333333,1197.0,0.004671979000000001,1
13788,13/02/2015 16:27,21.89,30.9725,438.0,610.5,0.005035005,1
1449,3/02/2015 14:28,23.31857143,27.58571429,493.0,1056.0,0.004889635,1
16676,15/02/2015 16:36,21.1,31.89,36.0,662.25,0.004938582,0
14739,14/02/2015 8:19,19.79,37.0,0.0,508.0,0.005287742,0
4220,5/02/2015 19:46,21.1,19.29,0.0,503.5,0.002977965,0
5907,6/02/2015 23:53,19.89,18.79,0.0,438.5,0.002690836,0
9616,9/02/2015 13:41,21.2,32.9,454.0,1113.0,0.00512792,1
7480,8/02/2015 2:06,19.445,30.55,0.0,433.0,0.004266418,0
12033,12/02/2015 11:12,24.06666667,22.46333333,295.0,799.6666667000001,0.004160287,0
5624,6/02/2015 19:09,20.79,19.6,0.0,547.0,0.002968643,0
8009,8/02/2015 10:54,19.26,30.56666667,22.0,423.0,0.004219547,0
5610,6/02/2015 18:55,20.89,19.79,0.0,576.5,0.003016154,0
2984,4/02/2015 23:10,21.2,25.6,0.0,472.5,0.003982828,0
12520,12/02/2015 19:20,21.5,28.1,0.0,566.0,0.004456289,0
3821,5/02/2015 13:07,22.82333333,25.85666667,340.6666667,983.0,0.00444472,1
10154,9/02/2015 22:40,20.5,33.09,0.0,576.0,0.004938586,0
9843,9/02/2015 17:29,22.175,38.9725,328.0,1986.5,0.006461252,1
6578,7/02/2015 11:04,22.272,17.83,350.4,452.5,0.002956967,0
2807,4/02/2015 20:12,21.745,27.0,0.0,529.0,0.004345735,0
11499,12/02/2015 2:19,20.6,25.2725,0.0,553.5,0.00378822,0
11722,12/02/2015 6:02,20.5,23.06666667,0.0,586.5,0.0034343729999999997,0
6056,7/02/2015 2:22,19.89,19.0,0.0,433.0,0.00272104,0
15498,14/02/2015 20:57,19.89,35.43333333,0.0,526.3333333,0.005093775,0
12514,12/02/2015 19:14,21.5,28.2,0.0,565.0,0.004472261,0
14525,14/02/2015 4:45,19.6,36.79,0.0,501.66666669999995,0.005195303,0
2861,4/02/2015 21:07,21.5,26.15,0.0,501.5,0.004144984,0
13321,13/02/2015 8:41,21.2,25.23,19.0,518.3333333,0.003924901,0
4528,6/02/2015 0:53,20.29,20.79,0.0,441.0,0.003053658,0
3360,5/02/2015 5:25,20.89,23.5,0.0,449.0,0.003584847,0
6797,7/02/2015 14:43,22.29,17.7,100.0,443.0,0.0029385390000000004,0
7175,7/02/2015 21:01,19.89,26.29,0.0,438.0,0.003771391,0
3011,4/02/2015 23:37,21.2,25.34,0.0,464.5,0.003942121,0
14410,14/02/2015 2:50,19.79,36.4,0.0,509.5,0.005201278,0
7301,7/02/2015 23:06,19.7,28.945,0.0,441.5,0.004105793,0
5487,6/02/2015 16:53,21.7225,21.8925,444.0,953.5,0.003514152,1
816,3/02/2015 3:55,20.39,22.39,0.0,436.25,0.003310408,0
7034,7/02/2015 18:40,20.26,22.99666667,0.0,435.25,0.003373241,0
9029,9/02/2015 3:55,19.39,26.66666667,0.0,471.66666669999995,0.003708064,0
2689,4/02/2015 18:15,22.89,27.5,0.0,689.5,0.004748645,0
8081,8/02/2015 12:07,19.315,30.7,85.75,431.25,0.0042527220000000004,0
15553,14/02/2015 21:53,19.89,35.2,0.0,534.0,0.005059959,0
16617,15/02/2015 15:36,21.66666667,31.16666667,50.0,660.0,0.004997603,0
7788,8/02/2015 7:14,19.1,31.39,0.0,432.0,0.004290686,0
8068,8/02/2015 11:54,19.15,30.89,13.0,432.5,0.004235152,0
978,3/02/2015 6:36,20.39,22.7,0.0,431.75,0.0033564890000000003,0
9870,9/02/2015 17:55,22.1,37.975,433.0,1839.25,0.006265215,1
9409,9/02/2015 10:14,20.79,31.895,429.0,1142.5,0.004845367,1
16898,15/02/2015 20:18,20.39,32.29,0.0,686.0,0.004785405,0
15087,14/02/2015 14:06,20.34,35.545,19.0,503.0,0.005255492,0
4233,5/02/2015 19:59,21.2,19.39,0.0,495.0,0.003012003,0
15277,14/02/2015 17:17,20.0,35.7,14.0,519.5,0.0051678240000000005,0
13435,13/02/2015 10:34,23.29,24.42666667,762.0,610.0,0.004318283,1
16351,15/02/2015 11:10,21.9175,29.2,234.5,639.0,0.004752695,0
6043,7/02/2015 2:09,19.89,18.89,0.0,438.0,0.0027052179999999997,0
5317,6/02/2015 14:03,21.7675,19.0,543.75,626.0,0.0030560120000000003,1
6011,7/02/2015 1:37,19.89,18.79,0.0,444.0,0.002690836,0
9140,9/02/2015 5:45,19.39,26.84,0.0,461.5,0.003732311,0
6054,7/02/2015 2:19,19.89,18.89,0.0,433.0,0.0027052179999999997,0
2606,4/02/2015 9:45,22.79,25.456,679.4,954.6,0.004366467,1
12362,12/02/2015 16:41,22.2,27.29,444.0,593.5,0.0045172879999999995,1
6256,7/02/2015 5:42,19.79,19.2,0.0,444.0,0.0027327329999999998,0
4681,6/02/2015 3:27,20.55,18.945,0.0,432.5,0.002826667,0
4352,5/02/2015 21:58,20.7,20.6,0.0,463.0,0.003103527,0
4329,5/02/2015 21:35,20.79,20.1,0.0,462.0,0.0030447440000000003,0
13898,13/02/2015 18:17,21.34,32.5,0.0,574.5,0.00510911,0
13464,13/02/2015 11:04,23.5,25.345,788.5,696.5,0.004539378,1
6903,7/02/2015 16:28,20.89,19.865,6.0,443.75,0.00302764,0
7893,8/02/2015 8:58,19.2225,31.2,18.5,431.5,0.004297458,0
13519,13/02/2015 11:58,23.945,25.1,802.0,660.0,0.0046181320000000005,1
1266,3/02/2015 11:25,22.1,28.2,550.5,1209.25,0.004640478,1
5925,7/02/2015 0:10,20.0,18.79,0.0,438.0,0.0027093209999999998,0
6707,7/02/2015 13:13,23.1,17.0,262.0,452.0,0.002964618,0
1748,3/02/2015 19:27,21.5,28.175,0.0,849.25,0.004468268,0
9664,9/02/2015 14:30,21.65,34.7675,474.0,1341.75,0.0055744440000000004,1
